name,cal,pro,carb,fat,category
美式早餐盤 (中碗),650.0,28.0,45.0,39.0,早餐
美式早餐盤 (大碗),877.5,37.8,60.8,52.7,早餐
美式早餐盤 (小杯),487.5,21.0,33.8,29.2,早餐
美式早餐盤 (中杯),650.0,28.0,45.0,39.0,早餐
美式早餐盤 (大杯),910.0,39.2,63.0,54.6,早餐
美式早餐盤 (小盒),487.5,21.0,33.8,29.2,早餐
美式早餐盤 (中盒),650.0,28.0,45.0,39.0,早餐
美式早餐盤 (大盒),910.0,39.2,63.0,54.6,早餐
美式早餐盤 (100g),650.0,28.0,45.0,39.0,早餐
美式早餐盤 (150g),975.0,42.0,67.5,58.5,早餐
美式早餐盤 (200g),1300.0,56.0,90.0,78.0,早餐
美式早餐盤 (250g),1625.0,70.0,112.5,97.5,早餐
美式早餐盤 (300g),1950.0,84.0,135.0,117.0,早餐
燕麥粥 (半份),110.0,4.0,18.0,3.0,早餐
燕麥粥 (小份),165.0,6.0,27.0,4.5,早餐
燕麥粥 (1份),220.0,8.0,36.0,6.0,早餐
燕麥粥 (1.25份),275.0,10.0,45.0,7.5,早餐
燕麥粥 (1.5份),330.0,12.0,54.0,9.0,早餐
燕麥粥 (2份),440.0,16.0,72.0,12.0,早餐
燕麥粥 (2.5份),550.0,20.0,90.0,15.0,早餐
燕麥粥 (3份),660.0,24.0,108.0,18.0,早餐
燕麥粥 (小碗),165.0,6.0,27.0,4.5,早餐
燕麥粥 (中碗),220.0,8.0,36.0,6.0,早餐
燕麥粥 (大碗),297.0,10.8,48.6,8.1,早餐
燕麥粥 (小杯),165.0,6.0,27.0,4.5,早餐
燕麥粥 (中杯),220.0,8.0,36.0,6.0,早餐
燕麥粥 (大杯),308.0,11.2,50.4,8.4,早餐
燕麥粥 (小盒),165.0,6.0,27.0,4.5,早餐
燕麥粥 (中盒),220.0,8.0,36.0,6.0,早餐
燕麥粥 (大盒),308.0,11.2,50.4,8.4,早餐
燕麥粥 (100g),220.0,8.0,36.0,6.0,早餐
燕麥粥 (150g),330.0,12.0,54.0,9.0,早餐
燕麥粥 (200g),440.0,16.0,72.0,12.0,早餐
燕麥粥 (250g),550.0,20.0,90.0,15.0,早餐
燕麥粥 (300g),660.0,24.0,108.0,18.0,早餐
水果燕麥優格 (半份),140.0,6.0,21.5,3.5,早餐
水果燕麥優格 (小份),210.0,9.0,32.2,5.2,早餐
水果燕麥優格 (1份),280.0,12.0,43.0,7.0,早餐
水果燕麥優格 (1.25份),350.0,15.0,53.8,8.8,早餐
水果燕麥優格 (1.5份),420.0,18.0,64.5,10.5,早餐
水果燕麥優格 (2份),560.0,24.0,86.0,14.0,早餐
水果燕麥優格 (2.5份),700.0,30.0,107.5,17.5,早餐
水果燕麥優格 (3份),840.0,36.0,129.0,21.0,早餐
水果燕麥優格 (小碗),210.0,9.0,32.2,5.2,早餐
水果燕麥優格 (中碗),280.0,12.0,43.0,7.0,早餐
水果燕麥優格 (大碗),378.0,16.2,58.1,9.5,早餐
水果燕麥優格 (小杯),210.0,9.0,32.2,5.2,早餐
水果燕麥優格 (中杯),280.0,12.0,43.0,7.0,早餐
水果燕麥優格 (大杯),392.0,16.8,60.2,9.8,早餐
水果燕麥優格 (小盒),210.0,9.0,32.2,5.2,早餐
水果燕麥優格 (中盒),280.0,12.0,43.0,7.0,早餐
水果燕麥優格 (大盒),392.0,16.8,60.2,9.8,早餐
水果燕麥優格 (100g),280.0,12.0,43.0,7.0,早餐
水果燕麥優格 (150g),420.0,18.0,64.5,10.5,早餐
水果燕麥優格 (200g),560.0,24.0,86.0,14.0,早餐
水果燕麥優格 (250g),700.0,30.0,107.5,17.5,早餐
水果燕麥優格 (300g),840.0,36.0,129.0,21.0,早餐
優格 (半份),60.0,3.5,7.0,2.0,乳品
優格 (小份),90.0,5.2,10.5,3.0,乳品
優格 (1份),120.0,7.0,14.0,4.0,乳品
優格 (1.25份),150.0,8.8,17.5,5.0,乳品
優格 (1.5份),180.0,10.5,21.0,6.0,乳品
優格 (2份),240.0,14.0,28.0,8.0,乳品
優格 (2.5份),300.0,17.5,35.0,10.0,乳品
優格 (3份),360.0,21.0,42.0,12.0,乳品
優格 (小碗),90.0,5.2,10.5,3.0,乳品
優格 (中碗),120.0,7.0,14.0,4.0,乳品
優格 (大碗),162.0,9.5,18.9,5.4,乳品
優格 (小杯),90.0,5.2,10.5,3.0,乳品
優格 (中杯),120.0,7.0,14.0,4.0,乳品
優格 (大杯),168.0,9.8,19.6,5.6,乳品
優格 (小盒),90.0,5.2,10.5,3.0,乳品
優格 (中盒),120.0,7.0,14.0,4.0,乳品
優格 (大盒),168.0,9.8,19.6,5.6,乳品
優格 (100g),120.0,7.0,14.0,4.0,乳品
優格 (150g),180.0,10.5,21.0,6.0,乳品
優格 (200g),240.0,14.0,28.0,8.0,乳品
優格 (250g),300.0,17.5,35.0,10.0,乳品
優格 (300g),360.0,21.0,42.0,12.0,乳品
希臘優格 (半份),70.0,6.0,4.0,3.0,乳品
希臘優格 (小份),105.0,9.0,6.0,4.5,乳品
希臘優格 (1份),140.0,12.0,8.0,6.0,乳品
希臘優格 (1.25份),175.0,15.0,10.0,7.5,乳品
希臘優格 (1.5份),210.0,18.0,12.0,9.0,乳品
希臘優格 (2份),280.0,24.0,16.0,12.0,乳品
希臘優格 (2.5份),350.0,30.0,20.0,15.0,乳品
希臘優格 (3份),420.0,36.0,24.0,18.0,乳品
希臘優格 (小碗),105.0,9.0,6.0,4.5,乳品
希臘優格 (中碗),140.0,12.0,8.0,6.0,乳品
希臘優格 (大碗),189.0,16.2,10.8,8.1,乳品
希臘優格 (小杯),105.0,9.0,6.0,4.5,乳品
希臘優格 (中杯),140.0,12.0,8.0,6.0,乳品
希臘優格 (大杯),196.0,16.8,11.2,8.4,乳品
希臘優格 (小盒),105.0,9.0,6.0,4.5,乳品
希臘優格 (中盒),140.0,12.0,8.0,6.0,乳品
希臘優格 (大盒),196.0,16.8,11.2,8.4,乳品
希臘優格 (100g),140.0,12.0,8.0,6.0,乳品
希臘優格 (150g),210.0,18.0,12.0,9.0,乳品
希臘優格 (200g),280.0,24.0,16.0,12.0,乳品
希臘優格 (250g),350.0,30.0,20.0,15.0,乳品
希臘優格 (300g),420.0,36.0,24.0,18.0,乳品
低脂鮮奶 (半份),52.5,4.0,6.0,1.5,乳品
低脂鮮奶 (小份),78.8,6.0,9.0,2.2,乳品
低脂鮮奶 (1份),105.0,8.0,12.0,3.0,乳品
低脂鮮奶 (1.25份),131.2,10.0,15.0,3.8,乳品
低脂鮮奶 (1.5份),157.5,12.0,18.0,4.5,乳品
低脂鮮奶 (2份),210.0,16.0,24.0,6.0,乳品
低脂鮮奶 (2.5份),262.5,20.0,30.0,7.5,乳品
低脂鮮奶 (3份),315.0,24.0,36.0,9.0,乳品
低脂鮮奶 (小碗),78.8,6.0,9.0,2.2,乳品
低脂鮮奶 (中碗),105.0,8.0,12.0,3.0,乳品
低脂鮮奶 (大碗),141.8,10.8,16.2,4.1,乳品
低脂鮮奶 (小杯),78.8,6.0,9.0,2.2,乳品
低脂鮮奶 (中杯),105.0,8.0,12.0,3.0,乳品
低脂鮮奶 (大杯),147.0,11.2,16.8,4.2,乳品
低脂鮮奶 (小盒),78.8,6.0,9.0,2.2,乳品
低脂鮮奶 (中盒),105.0,8.0,12.0,3.0,乳品
低脂鮮奶 (大盒),147.0,11.2,16.8,4.2,乳品
低脂鮮奶 (100g),105.0,8.0,12.0,3.0,乳品
低脂鮮奶 (150g),157.5,12.0,18.0,4.5,乳品
低脂鮮奶 (200g),210.0,16.0,24.0,6.0,乳品
低脂鮮奶 (250g),262.5,20.0,30.0,7.5,乳品
低脂鮮奶 (300g),315.0,24.0,36.0,9.0,乳品
全脂鮮奶 (半份),75.0,4.0,6.0,4.0,乳品
全脂鮮奶 (小份),112.5,6.0,9.0,6.0,乳品
全脂鮮奶 (1份),150.0,8.0,12.0,8.0,乳品
全脂鮮奶 (1.25份),187.5,10.0,15.0,10.0,乳品
全脂鮮奶 (1.5份),225.0,12.0,18.0,12.0,乳品
全脂鮮奶 (2份),300.0,16.0,24.0,16.0,乳品
全脂鮮奶 (2.5份),375.0,20.0,30.0,20.0,乳品
全脂鮮奶 (3份),450.0,24.0,36.0,24.0,乳品
全脂鮮奶 (小碗),112.5,6.0,9.0,6.0,乳品
全脂鮮奶 (中碗),150.0,8.0,12.0,8.0,乳品
全脂鮮奶 (大碗),202.5,10.8,16.2,10.8,乳品
全脂鮮奶 (小杯),112.5,6.0,9.0,6.0,乳品
全脂鮮奶 (中杯),150.0,8.0,12.0,8.0,乳品
全脂鮮奶 (大杯),210.0,11.2,16.8,11.2,乳品
全脂鮮奶 (小盒),112.5,6.0,9.0,6.0,乳品
全脂鮮奶 (中盒),150.0,8.0,12.0,8.0,乳品
全脂鮮奶 (大盒),210.0,11.2,16.8,11.2,乳品
全脂鮮奶 (100g),150.0,8.0,12.0,8.0,乳品
全脂鮮奶 (150g),225.0,12.0,18.0,12.0,乳品
全脂鮮奶 (200g),300.0,16.0,24.0,16.0,乳品
全脂鮮奶 (250g),375.0,20.0,30.0,20.0,乳品
全脂鮮奶 (300g),450.0,24.0,36.0,24.0,乳品
無糖優格 (半份),47.5,4.5,3.0,2.0,乳品
無糖優格 (小份),71.2,6.8,4.5,3.0,乳品
無糖優格 (1份),95.0,9.0,6.0,4.0,乳品
無糖優格 (1.25份),118.8,11.2,7.5,5.0,乳品
無糖優格 (1.5份),142.5,13.5,9.0,6.0,乳品
無糖優格 (2份),190.0,18.0,12.0,8.0,乳品
無糖優格 (2.5份),237.5,22.5,15.0,10.0,乳品
無糖優格 (3份),285.0,27.0,18.0,12.0,乳品
無糖優格 (小碗),71.2,6.8,4.5,3.0,乳品
無糖優格 (中碗),95.0,9.0,6.0,4.0,乳品
無糖優格 (大碗),128.2,12.2,8.1,5.4,乳品
無糖優格 (小杯),71.2,6.8,4.5,3.0,乳品
無糖優格 (中杯),95.0,9.0,6.0,4.0,乳品
無糖優格 (大杯),133.0,12.6,8.4,5.6,乳品
無糖優格 (小盒),71.2,6.8,4.5,3.0,乳品
無糖優格 (中盒),95.0,9.0,6.0,4.0,乳品
無糖優格 (大盒),133.0,12.6,8.4,5.6,乳品
無糖優格 (100g),95.0,9.0,6.0,4.0,乳品
無糖優格 (150g),142.5,13.5,9.0,6.0,乳品
無糖優格 (200g),190.0,18.0,12.0,8.0,乳品
無糖優格 (250g),237.5,22.5,15.0,10.0,乳品
無糖優格 (300g),285.0,27.0,18.0,12.0,乳品
豆漿 (半份),85.0,6.0,5.0,3.5,飲品
豆漿 (小份),127.5,9.0,7.5,5.2,飲品
豆漿 (1份),170.0,12.0,10.0,7.0,飲品
豆漿 (1.25份),212.5,15.0,12.5,8.8,飲品
豆漿 (1.5份),255.0,18.0,15.0,10.5,飲品
豆漿 (2份),340.0,24.0,20.0,14.0,飲品
豆漿 (2.5份),425.0,30.0,25.0,17.5,飲品
豆漿 (3份),510.0,36.0,30.0,21.0,飲品
豆漿 (小碗),127.5,9.0,7.5,5.2,飲品
豆漿 (中碗),170.0,12.0,10.0,7.0,飲品
豆漿 (大碗),229.5,16.2,13.5,9.5,飲品
豆漿 (小杯),127.5,9.0,7.5,5.2,飲品
豆漿 (中杯),170.0,12.0,10.0,7.0,飲品
豆漿 (大杯),238.0,16.8,14.0,9.8,飲品
豆漿 (小盒),127.5,9.0,7.5,5.2,飲品
豆漿 (中盒),170.0,12.0,10.0,7.0,飲品
豆漿 (大盒),238.0,16.8,14.0,9.8,飲品
豆漿 (100g),170.0,12.0,10.0,7.0,飲品
豆漿 (150g),255.0,18.0,15.0,10.5,飲品
豆漿 (200g),340.0,24.0,20.0,14.0,飲品
豆漿 (250g),425.0,30.0,25.0,17.5,飲品
豆漿 (300g),510.0,36.0,30.0,21.0,飲品
黑豆漿 (半份),90.0,6.5,5.0,3.5,飲品
黑豆漿 (小份),135.0,9.8,7.5,5.2,飲品
黑豆漿 (1份),180.0,13.0,10.0,7.0,飲品
黑豆漿 (1.25份),225.0,16.2,12.5,8.8,飲品
黑豆漿 (1.5份),270.0,19.5,15.0,10.5,飲品
黑豆漿 (2份),360.0,26.0,20.0,14.0,飲品
黑豆漿 (2.5份),450.0,32.5,25.0,17.5,飲品
黑豆漿 (3份),540.0,39.0,30.0,21.0,飲品
黑豆漿 (小碗),135.0,9.8,7.5,5.2,飲品
黑豆漿 (中碗),180.0,13.0,10.0,7.0,飲品
黑豆漿 (大碗),243.0,17.6,13.5,9.5,飲品
黑豆漿 (小杯),135.0,9.8,7.5,5.2,飲品
黑豆漿 (中杯),180.0,13.0,10.0,7.0,飲品
黑豆漿 (大杯),252.0,18.2,14.0,9.8,飲品
黑豆漿 (小盒),135.0,9.8,7.5,5.2,飲品
黑豆漿 (中盒),180.0,13.0,10.0,7.0,飲品
黑豆漿 (大盒),252.0,18.2,14.0,9.8,飲品
黑豆漿 (100g),180.0,13.0,10.0,7.0,飲品
黑豆漿 (150g),270.0,19.5,15.0,10.5,飲品
黑豆漿 (200g),360.0,26.0,20.0,14.0,飲品
黑豆漿 (250g),450.0,32.5,25.0,17.5,飲品
黑豆漿 (300g),540.0,39.0,30.0,21.0,飲品
燕麥奶 (半份),60.0,1.5,8.0,2.5,飲品
燕麥奶 (小份),90.0,2.2,12.0,3.8,飲品
燕麥奶 (1份),120.0,3.0,16.0,5.0,飲品
燕麥奶 (1.25份),150.0,3.8,20.0,6.2,飲品
燕麥奶 (1.5份),180.0,4.5,24.0,7.5,飲品
燕麥奶 (2份),240.0,6.0,32.0,10.0,飲品
燕麥奶 (2.5份),300.0,7.5,40.0,12.5,飲品
燕麥奶 (3份),360.0,9.0,48.0,15.0,飲品
燕麥奶 (小碗),90.0,2.2,12.0,3.8,飲品
燕麥奶 (中碗),120.0,3.0,16.0,5.0,飲品
燕麥奶 (大碗),162.0,4.1,21.6,6.8,飲品
燕麥奶 (小杯),90.0,2.2,12.0,3.8,飲品
燕麥奶 (中杯),120.0,3.0,16.0,5.0,飲品
燕麥奶 (大杯),168.0,4.2,22.4,7.0,飲品
燕麥奶 (小盒),90.0,2.2,12.0,3.8,飲品
燕麥奶 (中盒),120.0,3.0,16.0,5.0,飲品
燕麥奶 (大盒),168.0,4.2,22.4,7.0,飲品
燕麥奶 (100g),120.0,3.0,16.0,5.0,飲品
燕麥奶 (150g),180.0,4.5,24.0,7.5,飲品
燕麥奶 (200g),240.0,6.0,32.0,10.0,飲品
燕麥奶 (250g),300.0,7.5,40.0,12.5,飲品
燕麥奶 (300g),360.0,9.0,48.0,15.0,飲品
杏仁奶 (半份),20.0,0.5,1.0,1.5,飲品
杏仁奶 (小份),30.0,0.8,1.5,2.2,飲品
杏仁奶 (1份),40.0,1.0,2.0,3.0,飲品
杏仁奶 (1.25份),50.0,1.2,2.5,3.8,飲品
杏仁奶 (1.5份),60.0,1.5,3.0,4.5,飲品
杏仁奶 (2份),80.0,2.0,4.0,6.0,飲品
杏仁奶 (2.5份),100.0,2.5,5.0,7.5,飲品
杏仁奶 (3份),120.0,3.0,6.0,9.0,飲品
杏仁奶 (小碗),30.0,0.8,1.5,2.2,飲品
杏仁奶 (中碗),40.0,1.0,2.0,3.0,飲品
杏仁奶 (大碗),54.0,1.4,2.7,4.1,飲品
杏仁奶 (小杯),30.0,0.8,1.5,2.2,飲品
杏仁奶 (中杯),40.0,1.0,2.0,3.0,飲品
杏仁奶 (大杯),56.0,1.4,2.8,4.2,飲品
杏仁奶 (小盒),30.0,0.8,1.5,2.2,飲品
杏仁奶 (中盒),40.0,1.0,2.0,3.0,飲品
杏仁奶 (大盒),56.0,1.4,2.8,4.2,飲品
杏仁奶 (100g),40.0,1.0,2.0,3.0,飲品
杏仁奶 (150g),60.0,1.5,3.0,4.5,飲品
杏仁奶 (200g),80.0,2.0,4.0,6.0,飲品
杏仁奶 (250g),100.0,2.5,5.0,7.5,飲品
杏仁奶 (300g),120.0,3.0,6.0,9.0,飲品
綠豆漿 (半份),95.0,5.5,12.5,2.5,飲品
綠豆漿 (小份),142.5,8.2,18.8,3.8,飲品
綠豆漿 (1份),190.0,11.0,25.0,5.0,飲品
綠豆漿 (1.25份),237.5,13.8,31.2,6.2,飲品
綠豆漿 (1.5份),285.0,16.5,37.5,7.5,飲品
綠豆漿 (2份),380.0,22.0,50.0,10.0,飲品
綠豆漿 (2.5份),475.0,27.5,62.5,12.5,飲品
綠豆漿 (3份),570.0,33.0,75.0,15.0,飲品
綠豆漿 (小碗),142.5,8.2,18.8,3.8,飲品
綠豆漿 (中碗),190.0,11.0,25.0,5.0,飲品
綠豆漿 (大碗),256.5,14.9,33.8,6.8,飲品
綠豆漿 (小杯),142.5,8.2,18.8,3.8,飲品
綠豆漿 (中杯),190.0,11.0,25.0,5.0,飲品
綠豆漿 (大杯),266.0,15.4,35.0,7.0,飲品
綠豆漿 (小盒),142.5,8.2,18.8,3.8,飲品
綠豆漿 (中盒),190.0,11.0,25.0,5.0,飲品
綠豆漿 (大盒),266.0,15.4,35.0,7.0,飲品
綠豆漿 (100g),190.0,11.0,25.0,5.0,飲品
綠豆漿 (150g),285.0,16.5,37.5,7.5,飲品
綠豆漿 (200g),380.0,22.0,50.0,10.0,飲品
綠豆漿 (250g),475.0,27.5,62.5,12.5,飲品
綠豆漿 (300g),570.0,33.0,75.0,15.0,飲品
紅茶 (半份),2.5,0.0,0.5,0.0,飲品
紅茶 (小份),3.8,0.0,0.8,0.0,飲品
紅茶 (1份),5.0,0.0,1.0,0.0,飲品
紅茶 (1.25份),6.2,0.0,1.2,0.0,飲品
紅茶 (1.5份),7.5,0.0,1.5,0.0,飲品
紅茶 (2份),10.0,0.0,2.0,0.0,飲品
紅茶 (2.5份),12.5,0.0,2.5,0.0,飲品
紅茶 (3份),15.0,0.0,3.0,0.0,飲品
紅茶 (小碗),3.8,0.0,0.8,0.0,飲品
紅茶 (中碗),5.0,0.0,1.0,0.0,飲品
紅茶 (大碗),6.8,0.0,1.4,0.0,飲品
紅茶 (小杯),3.8,0.0,0.8,0.0,飲品
紅茶 (中杯),5.0,0.0,1.0,0.0,飲品
紅茶 (大杯),7.0,0.0,1.4,0.0,飲品
紅茶 (小盒),3.8,0.0,0.8,0.0,飲品
紅茶 (中盒),5.0,0.0,1.0,0.0,飲品
紅茶 (大盒),7.0,0.0,1.4,0.0,飲品
紅茶 (100g),5.0,0.0,1.0,0.0,飲品
紅茶 (150g),7.5,0.0,1.5,0.0,飲品
紅茶 (200g),10.0,0.0,2.0,0.0,飲品
紅茶 (250g),12.5,0.0,2.5,0.0,飲品
紅茶 (300g),15.0,0.0,3.0,0.0,飲品
綠茶 (半份),1.0,0.0,0.0,0.0,飲品
綠茶 (小份),1.5,0.0,0.0,0.0,飲品
綠茶 (1份),2.0,0.0,0.0,0.0,飲品
綠茶 (1.25份),2.5,0.0,0.0,0.0,飲品
綠茶 (1.5份),3.0,0.0,0.0,0.0,飲品
綠茶 (2份),4.0,0.0,0.0,0.0,飲品
綠茶 (2.5份),5.0,0.0,0.0,0.0,飲品
綠茶 (3份),6.0,0.0,0.0,0.0,飲品
綠茶 (小碗),1.5,0.0,0.0,0.0,飲品
綠茶 (中碗),2.0,0.0,0.0,0.0,飲品
綠茶 (大碗),2.7,0.0,0.0,0.0,飲品
綠茶 (小杯),1.5,0.0,0.0,0.0,飲品
綠茶 (中杯),2.0,0.0,0.0,0.0,飲品
綠茶 (大杯),2.8,0.0,0.0,0.0,飲品
綠茶 (小盒),1.5,0.0,0.0,0.0,飲品
綠茶 (中盒),2.0,0.0,0.0,0.0,飲品
綠茶 (大盒),2.8,0.0,0.0,0.0,飲品
綠茶 (100g),2.0,0.0,0.0,0.0,飲品
綠茶 (150g),3.0,0.0,0.0,0.0,飲品
綠茶 (200g),4.0,0.0,0.0,0.0,飲品
綠茶 (250g),5.0,0.0,0.0,0.0,飲品
綠茶 (300g),6.0,0.0,0.0,0.0,飲品
烏龍茶 (半份),1.0,0.0,0.0,0.0,飲品
烏龍茶 (小份),1.5,0.0,0.0,0.0,飲品
烏龍茶 (1份),2.0,0.0,0.0,0.0,飲品
烏龍茶 (1.25份),2.5,0.0,0.0,0.0,飲品
烏龍茶 (1.5份),3.0,0.0,0.0,0.0,飲品
烏龍茶 (2份),4.0,0.0,0.0,0.0,飲品
烏龍茶 (2.5份),5.0,0.0,0.0,0.0,飲品
烏龍茶 (3份),6.0,0.0,0.0,0.0,飲品
烏龍茶 (小碗),1.5,0.0,0.0,0.0,飲品
烏龍茶 (中碗),2.0,0.0,0.0,0.0,飲品
烏龍茶 (大碗),2.7,0.0,0.0,0.0,飲品
烏龍茶 (小杯),1.5,0.0,0.0,0.0,飲品
烏龍茶 (中杯),2.0,0.0,0.0,0.0,飲品
烏龍茶 (大杯),2.8,0.0,0.0,0.0,飲品
烏龍茶 (小盒),1.5,0.0,0.0,0.0,飲品
烏龍茶 (中盒),2.0,0.0,0.0,0.0,飲品
烏龍茶 (大盒),2.8,0.0,0.0,0.0,飲品
烏龍茶 (100g),2.0,0.0,0.0,0.0,飲品
烏龍茶 (150g),3.0,0.0,0.0,0.0,飲品
烏龍茶 (200g),4.0,0.0,0.0,0.0,飲品
烏龍茶 (250g),5.0,0.0,0.0,0.0,飲品
烏龍茶 (300g),6.0,0.0,0.0,0.0,飲品
無糖綠茶 (半份),1.0,0.0,0.0,0.0,飲品
無糖綠茶 (小份),1.5,0.0,0.0,0.0,飲品
無糖綠茶 (1份),2.0,0.0,0.0,0.0,飲品
無糖綠茶 (1.25份),2.5,0.0,0.0,0.0,飲品
無糖綠茶 (1.5份),3.0,0.0,0.0,0.0,飲品
無糖綠茶 (2份),4.0,0.0,0.0,0.0,飲品
無糖綠茶 (2.5份),5.0,0.0,0.0,0.0,飲品
無糖綠茶 (3份),6.0,0.0,0.0,0.0,飲品
無糖綠茶 (小碗),1.5,0.0,0.0,0.0,飲品
無糖綠茶 (中碗),2.0,0.0,0.0,0.0,飲品
無糖綠茶 (大碗),2.7,0.0,0.0,0.0,飲品
無糖綠茶 (小杯),1.5,0.0,0.0,0.0,飲品
無糖綠茶 (中杯),2.0,0.0,0.0,0.0,飲品
無糖綠茶 (大杯),2.8,0.0,0.0,0.0,飲品
無糖綠茶 (小盒),1.5,0.0,0.0,0.0,飲品
無糖綠茶 (中盒),2.0,0.0,0.0,0.0,飲品
無糖綠茶 (大盒),2.8,0.0,0.0,0.0,飲品
無糖綠茶 (100g),2.0,0.0,0.0,0.0,飲品
無糖綠茶 (150g),3.0,0.0,0.0,0.0,飲品
無糖綠茶 (200g),4.0,0.0,0.0,0.0,飲品
無糖綠茶 (250g),5.0,0.0,0.0,0.0,飲品
無糖綠茶 (300g),6.0,0.0,0.0,0.0,飲品
檸檬紅茶 (半份),50.0,0.0,12.5,0.0,飲品
檸檬紅茶 (小份),75.0,0.0,18.8,0.0,飲品
檸檬紅茶 (1份),100.0,0.0,25.0,0.0,飲品
檸檬紅茶 (1.25份),125.0,0.0,31.2,0.0,飲品
檸檬紅茶 (1.5份),150.0,0.0,37.5,0.0,飲品
檸檬紅茶 (2份),200.0,0.0,50.0,0.0,飲品
檸檬紅茶 (2.5份),250.0,0.0,62.5,0.0,飲品
檸檬紅茶 (3份),300.0,0.0,75.0,0.0,飲品
檸檬紅茶 (小碗),75.0,0.0,18.8,0.0,飲品
檸檬紅茶 (中碗),100.0,0.0,25.0,0.0,飲品
檸檬紅茶 (大碗),135.0,0.0,33.8,0.0,飲品
檸檬紅茶 (小杯),75.0,0.0,18.8,0.0,飲品
檸檬紅茶 (中杯),100.0,0.0,25.0,0.0,飲品
檸檬紅茶 (大杯),140.0,0.0,35.0,0.0,飲品
檸檬紅茶 (小盒),75.0,0.0,18.8,0.0,飲品
檸檬紅茶 (中盒),100.0,0.0,25.0,0.0,飲品
檸檬紅茶 (大盒),140.0,0.0,35.0,0.0,飲品
檸檬紅茶 (100g),100.0,0.0,25.0,0.0,飲品
檸檬紅茶 (150g),150.0,0.0,37.5,0.0,飲品
檸檬紅茶 (200g),200.0,0.0,50.0,0.0,飲品
檸檬紅茶 (250g),250.0,0.0,62.5,0.0,飲品
檸檬紅茶 (300g),300.0,0.0,75.0,0.0,飲品
可樂 (半份),70.0,0.0,19.5,0.0,飲品
可樂 (小份),105.0,0.0,29.2,0.0,飲品
可樂 (1份),140.0,0.0,39.0,0.0,飲品
可樂 (1.25份),175.0,0.0,48.8,0.0,飲品
可樂 (1.5份),210.0,0.0,58.5,0.0,飲品
可樂 (2份),280.0,0.0,78.0,0.0,飲品
可樂 (2.5份),350.0,0.0,97.5,0.0,飲品
可樂 (3份),420.0,0.0,117.0,0.0,飲品
可樂 (小碗),105.0,0.0,29.2,0.0,飲品
可樂 (中碗),140.0,0.0,39.0,0.0,飲品
可樂 (大碗),189.0,0.0,52.7,0.0,飲品
可樂 (小杯),105.0,0.0,29.2,0.0,飲品
可樂 (中杯),140.0,0.0,39.0,0.0,飲品
可樂 (大杯),196.0,0.0,54.6,0.0,飲品
可樂 (小盒),105.0,0.0,29.2,0.0,飲品
可樂 (中盒),140.0,0.0,39.0,0.0,飲品
可樂 (大盒),196.0,0.0,54.6,0.0,飲品
可樂 (100g),140.0,0.0,39.0,0.0,飲品
可樂 (150g),210.0,0.0,58.5,0.0,飲品
可樂 (200g),280.0,0.0,78.0,0.0,飲品
可樂 (250g),350.0,0.0,97.5,0.0,飲品
可樂 (300g),420.0,0.0,117.0,0.0,飲品
汽水 (半份),70.0,0.0,19.5,0.0,飲品
汽水 (小份),105.0,0.0,29.2,0.0,飲品
汽水 (1份),140.0,0.0,39.0,0.0,飲品
汽水 (1.25份),175.0,0.0,48.8,0.0,飲品
汽水 (1.5份),210.0,0.0,58.5,0.0,飲品
汽水 (2份),280.0,0.0,78.0,0.0,飲品
汽水 (2.5份),350.0,0.0,97.5,0.0,飲品
汽水 (3份),420.0,0.0,117.0,0.0,飲品
汽水 (小碗),105.0,0.0,29.2,0.0,飲品
汽水 (中碗),140.0,0.0,39.0,0.0,飲品
汽水 (大碗),189.0,0.0,52.7,0.0,飲品
汽水 (小杯),105.0,0.0,29.2,0.0,飲品
汽水 (中杯),140.0,0.0,39.0,0.0,飲品
汽水 (大杯),196.0,0.0,54.6,0.0,飲品
汽水 (小盒),105.0,0.0,29.2,0.0,飲品
汽水 (中盒),140.0,0.0,39.0,0.0,飲品
汽水 (大盒),196.0,0.0,54.6,0.0,飲品
汽水 (100g),140.0,0.0,39.0,0.0,飲品
汽水 (150g),210.0,0.0,58.5,0.0,飲品
汽水 (200g),280.0,0.0,78.0,0.0,飲品
汽水 (250g),350.0,0.0,97.5,0.0,飲品
汽水 (300g),420.0,0.0,117.0,0.0,飲品
運動飲料 (半份),60.0,0.0,15.0,0.0,飲品
運動飲料 (小份),90.0,0.0,22.5,0.0,飲品
運動飲料 (1份),120.0,0.0,30.0,0.0,飲品
運動飲料 (1.25份),150.0,0.0,37.5,0.0,飲品
運動飲料 (1.5份),180.0,0.0,45.0,0.0,飲品
運動飲料 (2份),240.0,0.0,60.0,0.0,飲品
運動飲料 (2.5份),300.0,0.0,75.0,0.0,飲品
運動飲料 (3份),360.0,0.0,90.0,0.0,飲品
運動飲料 (小碗),90.0,0.0,22.5,0.0,飲品
運動飲料 (中碗),120.0,0.0,30.0,0.0,飲品
運動飲料 (大碗),162.0,0.0,40.5,0.0,飲品
運動飲料 (小杯),90.0,0.0,22.5,0.0,飲品
運動飲料 (中杯),120.0,0.0,30.0,0.0,飲品
運動飲料 (大杯),168.0,0.0,42.0,0.0,飲品
運動飲料 (小盒),90.0,0.0,22.5,0.0,飲品
運動飲料 (中盒),120.0,0.0,30.0,0.0,飲品
